Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
6109	0x870	USDJPY 	105.02	105.570	 Sell	New
6110	0x870	USDJPY 	105.02	105.570	 Sell	In_process
6111	0x870	USDJPY 	105.02	105.570	 Sell	 Cansel
6112	0x870	USDJPY 	105.02	105.570	 Sell	Done
6113	0x155c	USDJPY 	105.02	104.550	Buy	New
6114	0x155c	USDJPY 	105.02	104.550	Buy	In_process
6115	0x155c	USDJPY 	105.02	104.550	Buy	Fill
6116	0x155c	USDJPY 	105.02	104.550	Buy	Done
6117	0xeb6	USDCHF 	0.9	0.854	Buy	New
6118	0xeb6	USDCHF 	0.9	0.854	Buy	In_process
6119	0xeb6	USDCHF 	0.9	0.854	Buy	 PartialFill
6120	0xeb6	USDCHF 	0.9	0.854	Buy	Done
6121	0x15e4	EURUSD 	1.2	1.173	Buy	New
6122	0x15e4	EURUSD 	1.2	1.173	Buy	In_process
6123	0x15e4	EURUSD 	1.2	1.173	Buy	 PartialFill
6124	0x15e4	EURUSD 	1.2	1.173	Buy	Done
6125	0x1790	USDPLN 	3.7	3.695	 Sell	New
6126	0x1790	USDPLN 	3.7	3.695	 Sell	In_process
6127	0x1790	USDPLN 	3.7	3.695	 Sell	 Cansel
6128	0x1790	USDPLN 	3.7	3.695	 Sell	Done
6129	0xaf0	EURUSD 	1.2	1.178	 Sell	New
6130	0xaf0	EURUSD 	1.2	1.178	 Sell	In_process
6131	0xaf0	EURUSD 	1.2	1.178	 Sell	 PartialFill
6132	0xaf0	EURUSD 	1.2	1.178	 Sell	Done
6133	0x198	USDCAD 	0.78	0.873	Buy	New
6134	0x198	USDCAD 	0.78	0.873	Buy	In_process
6135	0x198	USDCAD 	0.78	0.873	Buy	 Cansel
6136	0x198	USDCAD 	0.78	0.873	Buy	Done
6137	0x7d6	EURUSD 	1.2	1.179	 Sell	New
6138	0x7d6	EURUSD 	1.2	1.179	 Sell	In_process
6139	0x7d6	EURUSD 	1.2	1.179	 Sell	 Cansel
6140	0x7d6	EURUSD 	1.2	1.179	 Sell	Done
6141	0x50e	USDCHF 	0.9	0.854	Buy	New
6142	0x50e	USDCHF 	0.9	0.854	Buy	In_process
6143	0x50e	USDCHF 	0.9	0.854	Buy	Fill
6144	0x50e	USDCHF 	0.9	0.854	Buy	Done
6145	0x12bd	USDCHF 	0.9	0.859	Buy	New
6146	0x12bd	USDCHF 	0.9	0.859	Buy	In_process
6147	0x12bd	USDCHF 	0.9	0.859	Buy	Fill
6148	0x12bd	USDCHF 	0.9	0.859	Buy	Done
6149	0x15a4	EURUSD 	1.2	1.177	 Sell	New
6150	0x15a4	EURUSD 	1.2	1.177	 Sell	In_process
6151	0x15a4	EURUSD 	1.2	1.177	 Sell	 PartialFill
6152	0x15a4	EURUSD 	1.2	1.177	 Sell	Done
6153	0x14cb	GBPUSD 	1.37	1.338	Buy	New
6154	0x14cb	GBPUSD 	1.37	1.338	Buy	In_process
6155	0x14cb	GBPUSD 	1.37	1.338	Buy	 PartialFill
6156	0x14cb	GBPUSD 	1.37	1.338	Buy	Done
6157	0x222	GBRJPY 	143.61	144.400	Buy	New
6158	0x222	GBRJPY 	143.61	144.400	Buy	In_process
6159	0x222	GBRJPY 	143.61	144.400	Buy	Fill
6160	0x222	GBRJPY 	143.61	144.400	Buy	Done
6161	0x1184	EURUSD 	1.2	1.173	Buy	New
6162	0x1184	EURUSD 	1.2	1.173	Buy	In_process
6163	0x1184	EURUSD 	1.2	1.173	Buy	Fill
6164	0x1184	EURUSD 	1.2	1.173	Buy	Done
6165	0xab1	USDCHF 	0.9	0.859	Buy	New
6166	0xab1	USDCHF 	0.9	0.859	Buy	In_process
6167	0xab1	USDCHF 	0.9	0.859	Buy	 Cansel
6168	0xab1	USDCHF 	0.9	0.859	Buy	Done
6169	0x16f8	USDPLN 	3.7	3.692	 Sell	New
6170	0x16f8	USDPLN 	3.7	3.692	 Sell	In_process
6171	0x16f8	USDPLN 	3.7	3.692	 Sell	Fill
6172	0x16f8	USDPLN 	3.7	3.692	 Sell	Done
6173	0x1331	EURCHF 	1.08	1.138	 Sell	New
6174	0x1331	EURCHF 	1.08	1.138	 Sell	In_process
6175	0x1331	EURCHF 	1.08	1.138	 Sell	 Cansel
6176	0x1331	EURCHF 	1.08	1.138	 Sell	Done
6177	0x1636	EURCHF 	1.08	1.080	 Sell	New
6178	0x1636	EURCHF 	1.08	1.080	 Sell	In_process
6179	0x1636	EURCHF 	1.08	1.080	 Sell	Fill
6180	0x1636	EURCHF 	1.08	1.080	 Sell	Done
6181	0xa0e	EURUSD 	1.2	1.200	 Sell	New
6182	0xa0e	EURUSD 	1.2	1.200	 Sell	In_process
6183	0xa0e	EURUSD 	1.2	1.200	 Sell	 PartialFill
6184	0xa0e	EURUSD 	1.2	1.200	 Sell	Done
6185	0x2f0	USDCAD 	0.78	0.874	Buy	New
6186	0x2f0	USDCAD 	0.78	0.874	Buy	In_process
6187	0x2f0	USDCAD 	0.78	0.874	Buy	 PartialFill
6188	0x2f0	USDCAD 	0.78	0.874	Buy	Done
6189	0x7e4	EURPLN 	4.5	4.485	 Sell	New
6190	0x7e4	EURPLN 	4.5	4.485	 Sell	In_process
6191	0x7e4	EURPLN 	4.5	4.485	 Sell	 PartialFill
6192	0x7e4	EURPLN 	4.5	4.485	 Sell	Done
6193	0xada	GBRJPY 	143.61	143.610	Buy	New
6194	0xada	GBRJPY 	143.61	143.610	Buy	In_process
6195	0xada	GBRJPY 	143.61	143.610	Buy	Fill
6196	0xada	GBRJPY 	143.61	143.610	Buy	Done
6197	0x1037	GBPUSD 	1.37	1.337	Buy	New
6198	0x1037	GBPUSD 	1.37	1.337	Buy	In_process
6199	0x1037	GBPUSD 	1.37	1.337	Buy	 PartialFill
6200	0x1037	GBPUSD 	1.37	1.337	Buy	Done
6201	0xf31	USDPLN 	3.7	3.695	 Sell	New
6202	0xf31	USDPLN 	3.7	3.695	 Sell	In_process
6203	0xf31	USDPLN 	3.7	3.695	 Sell	Fill
6204	0xf31	USDPLN 	3.7	3.695	 Sell	Done
6205	0x1a1	AUDUSD 	0.76	0.760	Buy	New
6206	0x1a1	AUDUSD 	0.76	0.760	Buy	In_process
6207	0x1a1	AUDUSD 	0.76	0.760	Buy	Fill
6208	0x1a1	AUDUSD 	0.76	0.760	Buy	Done
6209	0xb90	USDJPY 	105.02	105.540	 Sell	New
6210	0xb90	USDJPY 	105.02	105.540	 Sell	In_process
6211	0xb90	USDJPY 	105.02	105.540	 Sell	 Cansel
6212	0xb90	USDJPY 	105.02	105.540	 Sell	Done
6213	0x1462	USDCHF 	0.9	0.856	Buy	New
6214	0x1462	USDCHF 	0.9	0.856	Buy	In_process
6215	0x1462	USDCHF 	0.9	0.856	Buy	 PartialFill
6216	0x1462	USDCHF 	0.9	0.856	Buy	Done
6217	0x61e	GBRJPY 	143.61	144.360	 Sell	New
6218	0x61e	GBRJPY 	143.61	144.360	 Sell	In_process
6219	0x61e	GBRJPY 	143.61	144.360	 Sell	 Cansel
6220	0x61e	GBRJPY 	143.61	144.360	 Sell	Done
6221	0xcb6	GBPUSD 	1.37	1.370	Buy	New
6222	0xcb6	GBPUSD 	1.37	1.370	Buy	In_process
6223	0xcb6	GBPUSD 	1.37	1.370	Buy	 PartialFill
6224	0xcb6	GBPUSD 	1.37	1.370	Buy	Done
6225	0x1777	AUDUSD 	0.76	0.843	Buy	New
6226	0x1777	AUDUSD 	0.76	0.843	Buy	In_process
6227	0x1777	AUDUSD 	0.76	0.843	Buy	Fill
6228	0x1777	AUDUSD 	0.76	0.843	Buy	Done
6229	0x96	EURCHF 	1.08	1.141	 Sell	New
6230	0x96	EURCHF 	1.08	1.141	 Sell	In_process
6231	0x96	EURCHF 	1.08	1.141	 Sell	 Cansel
6232	0x96	EURCHF 	1.08	1.141	 Sell	Done
6233	0x13a9	EURUSD 	1.2	1.173	Buy	New
6234	0x13a9	EURUSD 	1.2	1.173	Buy	In_process
6235	0x13a9	EURUSD 	1.2	1.173	Buy	 Cansel
6236	0x13a9	EURUSD 	1.2	1.173	Buy	Done
6237	0xb5	USDCAD 	0.78	0.872	Buy	New
6238	0xb5	USDCAD 	0.78	0.872	Buy	In_process
6239	0xb5	USDCAD 	0.78	0.872	Buy	Fill
6240	0xb5	USDCAD 	0.78	0.872	Buy	Done
6241	0x8c4	USDCHF 	0.9	0.854	Buy	New
6242	0x8c4	USDCHF 	0.9	0.854	Buy	In_process
6243	0x8c4	USDCHF 	0.9	0.854	Buy	 PartialFill
6244	0x8c4	USDCHF 	0.9	0.854	Buy	Done
6245	0x8ae	EURJPY 	126.39	127.120	 Sell	New
6246	0x8ae	EURJPY 	126.39	127.120	 Sell	In_process
6247	0x8ae	EURJPY 	126.39	127.120	 Sell	 PartialFill
6248	0x8ae	EURJPY 	126.39	127.120	 Sell	Done
6249	0x174d	USDPLN 	3.7	3.699	 Sell	New
6250	0x174d	USDPLN 	3.7	3.699	 Sell	In_process
6251	0x174d	USDPLN 	3.7	3.699	 Sell	 Cansel
6252	0x174d	USDPLN 	3.7	3.699	 Sell	Done
6253	0x6ed	EURJPY 	126.39	127.060	 Sell	New
6254	0x6ed	EURJPY 	126.39	127.060	 Sell	In_process
6255	0x6ed	EURJPY 	126.39	127.060	 Sell	Fill
6256	0x6ed	EURJPY 	126.39	127.060	 Sell	Done
6257	0x380	USDJPY 	105.02	104.530	Buy	New
6258	0x380	USDJPY 	105.02	104.530	Buy	In_process
6259	0x380	USDJPY 	105.02	104.530	Buy	Fill
6260	0x380	USDJPY 	105.02	104.530	Buy	Done
6261	0x140e	EURPLN 	4.5	4.482	 Sell	New
6262	0x140e	EURPLN 	4.5	4.482	 Sell	In_process
6263	0x140e	EURPLN 	4.5	4.482	 Sell	 Cansel
6264	0x140e	EURPLN 	4.5	4.482	 Sell	Done
6265	0x12cc	USDPLN 	3.7	3.692	 Sell	New
6266	0x12cc	USDPLN 	3.7	3.692	 Sell	In_process
6267	0x12cc	USDPLN 	3.7	3.692	 Sell	Fill
6268	0x12cc	USDPLN 	3.7	3.692	 Sell	Done
6269	0x41f	EURPLN 	4.5	4.483	 Sell	New
6270	0x41f	EURPLN 	4.5	4.483	 Sell	In_process
6271	0x41f	EURPLN 	4.5	4.483	 Sell	 PartialFill
6272	0x41f	EURPLN 	4.5	4.483	 Sell	Done
6273	0xeb3	USDCHF 	0.9	0.856	Buy	New
6274	0xeb3	USDCHF 	0.9	0.856	Buy	In_process
6275	0xeb3	USDCHF 	0.9	0.856	Buy	 PartialFill
6276	0xeb3	USDCHF 	0.9	0.856	Buy	Done
6277	0x14a6	GBRJPY 	143.61	144.360	 Sell	New
6278	0x14a6	GBRJPY 	143.61	144.360	 Sell	In_process
6279	0x14a6	GBRJPY 	143.61	144.360	 Sell	 PartialFill
6280	0x14a6	GBRJPY 	143.61	144.360	 Sell	Done
6281	0xa8b	USDPLN 	3.7	3.692	 Sell	New
6282	0xa8b	USDPLN 	3.7	3.692	 Sell	In_process
6283	0xa8b	USDPLN 	3.7	3.692	 Sell	 Cansel
6284	0xa8b	USDPLN 	3.7	3.692	 Sell	Done
6285	0x73c	GBRJPY 	143.61	144.400	Buy	New
6286	0x73c	GBRJPY 	143.61	144.400	Buy	In_process
6287	0x73c	GBRJPY 	143.61	144.400	Buy	Fill
6288	0x73c	GBRJPY 	143.61	144.400	Buy	Done
6289	0xc7b	EURJPY 	126.39	127.110	 Sell	New
6290	0xc7b	EURJPY 	126.39	127.110	 Sell	In_process
6291	0xc7b	EURJPY 	126.39	127.110	 Sell	 PartialFill
6292	0xc7b	EURJPY 	126.39	127.110	 Sell	Done
6293	0x16c4	EURCHF 	1.08	1.139	 Sell	New
6294	0x16c4	EURCHF 	1.08	1.139	 Sell	In_process
6295	0x16c4	EURCHF 	1.08	1.139	 Sell	 Cansel
6296	0x16c4	EURCHF 	1.08	1.139	 Sell	Done
6297	0x1564	GBPUSD 	1.37	1.334	Buy	New
6298	0x1564	GBPUSD 	1.37	1.334	Buy	In_process
6299	0x1564	GBPUSD 	1.37	1.334	Buy	Fill
6300	0x1564	GBPUSD 	1.37	1.334	Buy	Done
6301	0x1206	AUDUSD 	0.76	0.846	Buy	New
6302	0x1206	AUDUSD 	0.76	0.846	Buy	In_process
6303	0x1206	AUDUSD 	0.76	0.846	Buy	Fill
6304	0x1206	AUDUSD 	0.76	0.846	Buy	Done
6305	0x110f	USDCAD 	0.78	0.877	Buy	New
6306	0x110f	USDCAD 	0.78	0.877	Buy	In_process
6307	0x110f	USDCAD 	0.78	0.877	Buy	 Cansel
6308	0x110f	USDCAD 	0.78	0.877	Buy	Done
6309	0x9b5	EURJPY 	126.39	127.100	 Sell	New
6310	0x9b5	EURJPY 	126.39	127.100	 Sell	In_process
6311	0x9b5	EURJPY 	126.39	127.100	 Sell	Fill
6312	0x9b5	EURJPY 	126.39	127.100	 Sell	Done
6313	0xd8c	EURPLN 	4.5	4.485	 Sell	New
6314	0xd8c	EURPLN 	4.5	4.485	 Sell	In_process
6315	0xd8c	EURPLN 	4.5	4.485	 Sell	Fill
6316	0xd8c	EURPLN 	4.5	4.485	 Sell	Done
6317	0x1127	EURPLN 	4.5	4.485	 Sell	New
6318	0x1127	EURPLN 	4.5	4.485	 Sell	In_process
6319	0x1127	EURPLN 	4.5	4.485	 Sell	 PartialFill
6320	0x1127	EURPLN 	4.5	4.485	 Sell	Done
6321	0x13a5	EURCHF 	1.08	1.141	 Sell	New
6322	0x13a5	EURCHF 	1.08	1.141	 Sell	In_process
6323	0x13a5	EURCHF 	1.08	1.141	 Sell	Fill
6324	0x13a5	EURCHF 	1.08	1.141	 Sell	Done
6325	0x16c8	EURUSD 	1.2	1.176	 Sell	New
6326	0x16c8	EURUSD 	1.2	1.176	 Sell	In_process
6327	0x16c8	EURUSD 	1.2	1.176	 Sell	Fill
6328	0x16c8	EURUSD 	1.2	1.176	 Sell	Done
6329	0x170c	EURUSD 	1.2	1.176	 Sell	New
6330	0x170c	EURUSD 	1.2	1.176	 Sell	In_process
6331	0x170c	EURUSD 	1.2	1.176	 Sell	 Cansel
6332	0x170c	EURUSD 	1.2	1.176	 Sell	Done
6333	0x3be	USDJPY 	105.02	104.540	Buy	New
6334	0x3be	USDJPY 	105.02	104.540	Buy	In_process
6335	0x3be	USDJPY 	105.02	104.540	Buy	 PartialFill
6336	0x3be	USDJPY 	105.02	104.540	Buy	Done
6337	0x15ff	EURCHF 	1.08	1.142	 Sell	New
6338	0x15ff	EURCHF 	1.08	1.142	 Sell	In_process
6339	0x15ff	EURCHF 	1.08	1.142	 Sell	 Cansel
6340	0x15ff	EURCHF 	1.08	1.142	 Sell	Done
6341	0xb03	EURCHF 	1.08	1.138	 Sell	New
6342	0xb03	EURCHF 	1.08	1.138	 Sell	In_process
6343	0xb03	EURCHF 	1.08	1.138	 Sell	Fill
6344	0xb03	EURCHF 	1.08	1.138	 Sell	Done
6345	0x976	GBPUSD 	1.37	1.337	Buy	New
6346	0x976	GBPUSD 	1.37	1.337	Buy	In_process
6347	0x976	GBPUSD 	1.37	1.337	Buy	 Cansel
6348	0x976	GBPUSD 	1.37	1.337	Buy	Done
6349	0xb31	EURPLN 	4.5	4.485	 Sell	New
6350	0xb31	EURPLN 	4.5	4.485	 Sell	In_process
6351	0xb31	EURPLN 	4.5	4.485	 Sell	Fill
6352	0xb31	EURPLN 	4.5	4.485	 Sell	Done
6353	0x4c7	EURCHF 	1.08	1.141	 Sell	New
6354	0x4c7	EURCHF 	1.08	1.141	 Sell	In_process
6355	0x4c7	EURCHF 	1.08	1.141	 Sell	 Cansel
6356	0x4c7	EURCHF 	1.08	1.141	 Sell	Done
6357	0xd12	EURPLN 	4.5	4.489	 Sell	New
6358	0xd12	EURPLN 	4.5	4.489	 Sell	In_process
6359	0xd12	EURPLN 	4.5	4.489	 Sell	 PartialFill
6360	0xd12	EURPLN 	4.5	4.489	 Sell	Done
6361	0xe19	USDPLN 	3.7	3.698	 Sell	New
6362	0xe19	USDPLN 	3.7	3.698	 Sell	In_process
6363	0xe19	USDPLN 	3.7	3.698	 Sell	Fill
6364	0xe19	USDPLN 	3.7	3.698	 Sell	Done
6365	0x458	EURCHF 	1.08	1.136	 Sell	New
6366	0x458	EURCHF 	1.08	1.136	 Sell	In_process
6367	0x458	EURCHF 	1.08	1.136	 Sell	 PartialFill
6368	0x458	EURCHF 	1.08	1.136	 Sell	Done
6369	0xe92	GBPUSD 	1.37	1.335	Buy	New
6370	0xe92	GBPUSD 	1.37	1.335	Buy	In_process
6371	0xe92	GBPUSD 	1.37	1.335	Buy	Fill
6372	0xe92	GBPUSD 	1.37	1.335	Buy	Done
6373	0x6fc	USDCAD 	0.78	0.874	Buy	New
6374	0x6fc	USDCAD 	0.78	0.874	Buy	In_process
6375	0x6fc	USDCAD 	0.78	0.874	Buy	 Cansel
6376	0x6fc	USDCAD 	0.78	0.874	Buy	Done
6377	0x9b6	USDPLN 	3.7	3.695	 Sell	New
6378	0x9b6	USDPLN 	3.7	3.695	 Sell	In_process
6379	0x9b6	USDPLN 	3.7	3.695	 Sell	 Cansel
6380	0x9b6	USDPLN 	3.7	3.695	 Sell	Done
6381	0xdf6	EURPLN 	4.5	4.500	 Sell	New
6382	0xdf6	EURPLN 	4.5	4.500	 Sell	In_process
6383	0xdf6	EURPLN 	4.5	4.500	 Sell	Fill
6384	0xdf6	EURPLN 	4.5	4.500	 Sell	Done
6385	0xd95	EURCHF 	1.08	1.138	 Sell	New
6386	0xd95	EURCHF 	1.08	1.138	 Sell	In_process
6387	0xd95	EURCHF 	1.08	1.138	 Sell	 PartialFill
6388	0xd95	EURCHF 	1.08	1.138	 Sell	Done
6389	0x14e1	EURPLN 	4.5	4.486	 Sell	New
6390	0x14e1	EURPLN 	4.5	4.486	 Sell	In_process
6391	0x14e1	EURPLN 	4.5	4.486	 Sell	 PartialFill
6392	0x14e1	EURPLN 	4.5	4.486	 Sell	Done
6393	0xb3e	USDJPY 	105.02	105.020	Buy	New
6394	0xb3e	USDJPY 	105.02	105.020	Buy	In_process
6395	0xb3e	USDJPY 	105.02	105.020	Buy	 Cansel
6396	0xb3e	USDJPY 	105.02	105.020	Buy	Done
6397	0xa29	USDCHF 	0.9	0.859	Buy	New
6398	0xa29	USDCHF 	0.9	0.859	Buy	In_process
6399	0xa29	USDCHF 	0.9	0.859	Buy	Fill
6400	0xa29	USDCHF 	0.9	0.859	Buy	Done
6401	0xe1e	EURJPY 	126.39	127.110	 Sell	New
6402	0xe1e	EURJPY 	126.39	127.110	 Sell	In_process
6403	0xe1e	EURJPY 	126.39	127.110	 Sell	Fill
6404	0xe1e	EURJPY 	126.39	127.110	 Sell	Done
6405	0x66a	EURUSD 	1.2	1.174	Buy	New
6406	0x66a	EURUSD 	1.2	1.174	Buy	In_process
6407	0x66a	EURUSD 	1.2	1.174	Buy	 PartialFill
6408	0x66a	EURUSD 	1.2	1.174	Buy	Done
6409	0x1473	EURJPY 	126.39	127.120	 Sell	New
6410	0x1473	EURJPY 	126.39	127.120	 Sell	In_process
6411	0x1473	EURJPY 	126.39	127.120	 Sell	 Cansel
6412	0x1473	EURJPY 	126.39	127.120	 Sell	Done
6413	0xd28	GBPUSD 	1.37	1.342	Buy	New
6414	0xd28	GBPUSD 	1.37	1.342	Buy	In_process
6415	0xd28	GBPUSD 	1.37	1.342	Buy	Fill
6416	0xd28	GBPUSD 	1.37	1.342	Buy	Done
6417	0x1735	EURCHF 	1.08	1.144	 Sell	New
6418	0x1735	EURCHF 	1.08	1.144	 Sell	In_process
6419	0x1735	EURCHF 	1.08	1.144	 Sell	 Cansel
6420	0x1735	EURCHF 	1.08	1.144	 Sell	Done
6421	0x14b8	USDPLN 	3.7	3.693	 Sell	New
6422	0x14b8	USDPLN 	3.7	3.693	 Sell	In_process
6423	0x14b8	USDPLN 	3.7	3.693	 Sell	 PartialFill
6424	0x14b8	USDPLN 	3.7	3.693	 Sell	Done
6425	0x11ff	EURCHF 	1.08	1.135	 Sell	New
6426	0x11ff	EURCHF 	1.08	1.135	 Sell	In_process
6427	0x11ff	EURCHF 	1.08	1.135	 Sell	 PartialFill
6428	0x11ff	EURCHF 	1.08	1.135	 Sell	Done
6429	0xe29	USDPLN 	3.7	3.697	 Sell	New
6430	0xe29	USDPLN 	3.7	3.697	 Sell	In_process
6431	0xe29	USDPLN 	3.7	3.697	 Sell	 Cansel
6432	0xe29	USDPLN 	3.7	3.697	 Sell	Done
6433	0xaf8	AUDUSD 	0.76	0.847	Buy	New
6434	0xaf8	AUDUSD 	0.76	0.847	Buy	In_process
6435	0xaf8	AUDUSD 	0.76	0.847	Buy	 Cansel
6436	0xaf8	AUDUSD 	0.76	0.847	Buy	Done
6437	0x4e8	AUDUSD 	0.76	0.760	Buy	New
6438	0x4e8	AUDUSD 	0.76	0.760	Buy	In_process
6439	0x4e8	AUDUSD 	0.76	0.760	Buy	 PartialFill
6440	0x4e8	AUDUSD 	0.76	0.760	Buy	Done
6441	0x301	GBRJPY 	143.61	144.400	Buy	New
6442	0x301	GBRJPY 	143.61	144.400	Buy	In_process
6443	0x301	GBRJPY 	143.61	144.400	Buy	 PartialFill
6444	0x301	GBRJPY 	143.61	144.400	Buy	Done
6445	0xeee	USDPLN 	3.7	3.693	 Sell	New
6446	0xeee	USDPLN 	3.7	3.693	 Sell	In_process
6447	0xeee	USDPLN 	3.7	3.693	 Sell	 PartialFill
6448	0xeee	USDPLN 	3.7	3.693	 Sell	Done
6449	0x1559	GBRJPY 	143.61	144.370	Buy	New
6450	0x1559	GBRJPY 	143.61	144.370	Buy	In_process
6451	0x1559	GBRJPY 	143.61	144.370	Buy	 Cansel
6452	0x1559	GBRJPY 	143.61	144.370	Buy	Done
6453	0xd78	USDCAD 	0.78	0.875	Buy	New
6454	0xd78	USDCAD 	0.78	0.875	Buy	In_process
6455	0xd78	USDCAD 	0.78	0.875	Buy	 PartialFill
6456	0xd78	USDCAD 	0.78	0.875	Buy	Done
6457	0x8df	USDPLN 	3.7	3.691	 Sell	New
6458	0x8df	USDPLN 	3.7	3.691	 Sell	In_process
6459	0x8df	USDPLN 	3.7	3.691	 Sell	Fill
6460	0x8df	USDPLN 	3.7	3.691	 Sell	Done
6461	0x13dc	USDCAD 	0.78	0.876	Buy	New
6462	0x13dc	USDCAD 	0.78	0.876	Buy	In_process
6463	0x13dc	USDCAD 	0.78	0.876	Buy	Fill
6464	0x13dc	USDCAD 	0.78	0.876	Buy	Done
6465	0x15d3	GBPUSD 	1.37	1.333	Buy	New
6466	0x15d3	GBPUSD 	1.37	1.333	Buy	In_process
6467	0x15d3	GBPUSD 	1.37	1.333	Buy	 Cansel
6468	0x15d3	GBPUSD 	1.37	1.333	Buy	Done
6469	0x1086	USDJPY 	105.02	105.570	 Sell	New
6470	0x1086	USDJPY 	105.02	105.570	 Sell	In_process
6471	0x1086	USDJPY 	105.02	105.570	 Sell	 PartialFill
6472	0x1086	USDJPY 	105.02	105.570	 Sell	Done
6473	0x71	USDCAD 	0.78	0.878	Buy	New
6474	0x71	USDCAD 	0.78	0.878	Buy	In_process
6475	0x71	USDCAD 	0.78	0.878	Buy	 Cansel
6476	0x71	USDCAD 	0.78	0.878	Buy	Done
6477	0x457	EURPLN 	4.5	4.486	 Sell	New
6478	0x457	EURPLN 	4.5	4.486	 Sell	In_process
6479	0x457	EURPLN 	4.5	4.486	 Sell	 PartialFill
6480	0x457	EURPLN 	4.5	4.486	 Sell	Done
6481	0xe28	GBPUSD 	1.37	1.370	Buy	New
6482	0xe28	GBPUSD 	1.37	1.370	Buy	In_process
6483	0xe28	GBPUSD 	1.37	1.370	Buy	 Cansel
6484	0xe28	GBPUSD 	1.37	1.370	Buy	Done
6485	0xa8e	EURPLN 	4.5	4.489	 Sell	New
6486	0xa8e	EURPLN 	4.5	4.489	 Sell	In_process
6487	0xa8e	EURPLN 	4.5	4.489	 Sell	 Cansel
6488	0xa8e	EURPLN 	4.5	4.489	 Sell	Done
6489	0x87a	EURUSD 	1.2	1.177	 Sell	New
6490	0x87a	EURUSD 	1.2	1.177	 Sell	In_process
6491	0x87a	EURUSD 	1.2	1.177	 Sell	 PartialFill
6492	0x87a	EURUSD 	1.2	1.177	 Sell	Done
6493	0x1c5	EURUSD 	1.2	1.173	Buy	New
6494	0x1c5	EURUSD 	1.2	1.173	Buy	In_process
6495	0x1c5	EURUSD 	1.2	1.173	Buy	Fill
6496	0x1c5	EURUSD 	1.2	1.173	Buy	Done
6497	0x2bd	GBRJPY 	143.61	144.360	 Sell	New
6498	0x2bd	GBRJPY 	143.61	144.360	 Sell	In_process
6499	0x2bd	GBRJPY 	143.61	144.360	 Sell	Fill
6500	0x2bd	GBRJPY 	143.61	144.360	 Sell	Done
6501	0xa81	GBPUSD 	1.37	1.339	Buy	New
6502	0xa81	GBPUSD 	1.37	1.339	Buy	In_process
6503	0xa81	GBPUSD 	1.37	1.339	Buy	 PartialFill
6504	0xa81	GBPUSD 	1.37	1.339	Buy	Done
6505	0x318	USDPLN 	3.7	3.695	 Sell	New
6506	0x318	USDPLN 	3.7	3.695	 Sell	In_process
6507	0x318	USDPLN 	3.7	3.695	 Sell	 Cansel
6508	0x318	USDPLN 	3.7	3.695	 Sell	Done
6509	0xb9	EURJPY 	126.39	126.390	 Sell	New
6510	0xb9	EURJPY 	126.39	126.390	 Sell	In_process
6511	0xb9	EURJPY 	126.39	126.390	 Sell	Fill
6512	0xb9	EURJPY 	126.39	126.390	 Sell	Done
6513	0xa6c	EURUSD 	1.2	1.177	 Sell	New
6514	0xa6c	EURUSD 	1.2	1.177	 Sell	In_process
6515	0xa6c	EURUSD 	1.2	1.177	 Sell	 Cansel
6516	0xa6c	EURUSD 	1.2	1.177	 Sell	Done
6517	0x1221	GBRJPY 	143.61	144.380	Buy	New
6518	0x1221	GBRJPY 	143.61	144.380	Buy	In_process
6519	0x1221	GBRJPY 	143.61	144.380	Buy	 Cansel
6520	0x1221	GBRJPY 	143.61	144.380	Buy	Done
6521	0x482	AUDUSD 	0.76	0.849	Buy	New
6522	0x482	AUDUSD 	0.76	0.849	Buy	In_process
6523	0x482	AUDUSD 	0.76	0.849	Buy	Fill
6524	0x482	AUDUSD 	0.76	0.849	Buy	Done
6525	0x83b	EURCHF 	1.08	1.080	 Sell	New
6526	0x83b	EURCHF 	1.08	1.080	 Sell	In_process
6527	0x83b	EURCHF 	1.08	1.080	 Sell	 Cansel
6528	0x83b	EURCHF 	1.08	1.080	 Sell	Done
6529	0x1725	USDPLN 	3.7	3.698	 Sell	New
6530	0x1725	USDPLN 	3.7	3.698	 Sell	In_process
6531	0x1725	USDPLN 	3.7	3.698	 Sell	 PartialFill
6532	0x1725	USDPLN 	3.7	3.698	 Sell	Done
6533	0xe18	EURUSD 	1.2	1.173	Buy	New
6534	0xe18	EURUSD 	1.2	1.173	Buy	In_process
6535	0xe18	EURUSD 	1.2	1.173	Buy	 PartialFill
6536	0xe18	EURUSD 	1.2	1.173	Buy	Done
6537	0x3ee	EURCHF 	1.08	1.143	 Sell	New
6538	0x3ee	EURCHF 	1.08	1.143	 Sell	In_process
6539	0x3ee	EURCHF 	1.08	1.143	 Sell	Fill
6540	0x3ee	EURCHF 	1.08	1.143	 Sell	Done
6541	0x1224	GBRJPY 	143.61	144.430	Buy	New
6542	0x1224	GBRJPY 	143.61	144.430	Buy	In_process
6543	0x1224	GBRJPY 	143.61	144.430	Buy	 Cansel
6544	0x1224	GBRJPY 	143.61	144.430	Buy	Done
6545	0x5c0	EURUSD 	1.2	1.177	 Sell	New
6546	0x5c0	EURUSD 	1.2	1.177	 Sell	In_process
6547	0x5c0	EURUSD 	1.2	1.177	 Sell	Fill
