Serial number of record,ID,Instrument,Prize,Px_fill,Side,Volume init,Volume fill,Date,Status,Note,Tag
351,0x64c,USDJPY ,105.02,105.56,Buy,266000,71000,2021-02-02 00:53:25.228,Done, Soil  Oil Oil Ore, tag2 tag9 tag4
1164,0x88e,USDJPY ,105.02,105.56,Buy,361000,0,2021-02-02 00:53:35.602,Done, Soil  Oil Oil Ore, tag3 tag2 tag4 tag4
2072,0xadc,USDJPY ,105.02,105.56, Sell,458000,210000,2021-02-02 00:53:35.849,Done, Soil  Oil Oil Ore, tag3 tag2 tag4 tag4
1040,0x836,GBRJPY ,143.61,144.35, Sell,346000,346000,2021-02-02 00:53:37.274,Fill,Bercut Oil Ore Soil , tag5 tag2 tag6 tag8
2675,0xf94,GBRJPY ,143.61,144.35,Buy,656000,430000,2021-02-02 00:53:38.484, PartialFill,Bercut Oil Ore Soil , tag5 tag2 tag7
345,0x12d5,USDJPY ,105.02,105.56,Buy,793000,0,2021-02-02 00:53:42.343,Done, Soil  Oil Oil Ore, tag3 tag3 tag7 tag1
6807,0xd,GBRJPY ,143.61,144.35,Buy,3000,1000,2021-02-02 00:53:45.422, PartialFill,Bercut Oil Ore Soil , tag6 tag5 tag4 tag6
1116,0x146b,USDJPY ,105.02,105.56,Buy,860000,860000,2021-02-02 00:53:48.810,Done, Soil  Oil Oil Ore, tag4 tag5 tag7
6861,0x2b9,GBRJPY ,143.61,144.35, Sell,115000,0,2021-02-02 00:53:49.925, Cansel,Bercut Oil Ore Soil , tag7 tag7 tag8 tag4
1808,0xd8b,USDJPY ,105.02,105.56, Sell,571000,571000,2021-02-02 00:53:50.967,Done, Soil  Oil Oil Ore, tag4 tag5 tag1 tag9
1923,0x6a8,GBRJPY ,143.61,144.35,Buy,281000,79000,2021-02-02 00:53:52.439, PartialFill,Bercut Oil Ore Soil , tag7 tag8 tag1 tag1
1652,0x59f,GBRJPY ,143.61,144.35, Sell,237000,56000,2021-02-02 00:53:56.551, PartialFill,Bercut Oil Ore Soil , tag8 tag5
194,0x4ac,GBRJPY ,143.61,144.35,Buy,197000,0,2021-02-02 00:53:58.670, Cansel,Bercut Oil Ore Soil , tag8 tag1 tag7 tag4
4019,0xd3f,GBRJPY ,143.61,144.35,Buy,558000,558000,2021-02-02 00:53:59.061,Fill,Bercut Oil Ore Soil , tag8 tag1 tag8 tag7
3067,0xf7a,GBRJPY ,143.61,144.35,Buy,652000,0,2021-02-02 00:53:59.700, Cansel,Bercut Oil Ore Soil , tag8 tag1 tag8 tag6
4887,0xe2b,GBRJPY ,143.61,144.35,Buy,597000,0,2021-02-02 00:54:00.953, Cansel,Bercut Oil OreWheat , tag8 tag1 tag9
1280,0x75,GBRJPY ,143.61,144.35,Buy,20000,0,2021-02-02 00:54:04.708, Cansel,Bercut Oil OreWheat , tag9 tag3 tag3 tag8
5339,0x6dc,GBRJPY ,143.61,144.35,Buy,289000,84000,2021-02-02 00:54:06.420, PartialFill,Bercut Oil OreWheat , tag9 tag4 tag5 tag3
6199,0x1037,GBRJPY ,143.61,144.35,Buy,683000,467000,2021-02-02 00:54:06.586, PartialFill,Bercut Oil OreWheat , tag9 tag4 tag5 tag2
5016,0x1750,USDJPY ,105.02,105.56, Sell,982000,0,2021-02-02 00:54:08.833,Done, Soil  Oil Oil Ore, tag6 tag1 tag7
6699,0x433,GBRJPY ,143.61,144.36, Sell,177000,32000,2021-02-02 00:54:14.411, PartialFill,Bercut Oil OreWheat , tag7 tag3 tag1
1683,0x13ff,USDJPY ,105.02,105.56,Buy,842000,0,2021-02-02 00:54:17.356,Done, Soil  Oil Oil Ore, tag7 tag2 tag5 tag6
5675,0x58,GBRJPY ,143.61,144.36,Buy,15000,0,2021-02-02 00:54:19.984, Cansel,Bercut Oil OreWheat , tag1 tag9 tag8 tag1
6939,0x4f1,GBRJPY ,143.61,144.36, Sell,209000,0,2021-02-02 00:54:21.882, Cansel,Bercut Oil OreWheat , tag1 tag6
6519,0x1221,GBRJPY ,143.61,144.36,Buy,764000,583000,2021-02-02 00:54:22.424, PartialFill,Bercut Oil OreWheat , tag1 tag1 tag9
4964,0x2de,USDJPY ,105.02,105.56,Buy,121000,121000,2021-02-02 00:54:23.614,Done, Soil  Oil Oil Ore, tag7 tag3 tag8 tag2
26,0xdff,GBRJPY ,143.61,144.36, Sell,590000,590000,2021-02-02 00:54:26.133,Fill,Bercut Oil OreWheat , tag2 tag2 tag5 tag7
4543,0x4dc,GBRJPY ,143.61,144.36, Sell,205000,205000,2021-02-02 00:54:29.324,Fill,Bercut Oil OreWheat , tag2 tag3 tag8 tag4
6714,0xfc8,GBRJPY ,143.61,144.36,Buy,665000,442000,2021-02-02 00:54:33.640, PartialFill,Bercut Oil OreWheat , tag3 tag5 tag2 tag3
4008,0x1ba,USDJPY ,105.02,105.56,Buy,73000,0,2021-02-02 00:54:35.828,Done, Soil  Oil Oil Ore, tag8 tag6 tag4 tag4
5272,0xaaa,USDJPY ,105.02,105.56,Buy,449000,0,2021-02-02 00:54:45.669,Done, Soil  Oil Oil Ore, tag9 tag8 tag9 tag4
6344,0xb03,USDJPY ,105.02,105.56, Sell,464000,215000,2021-02-02 00:54:51.149,Done, Soil  Oil Oil Ore, tag2
7083,0x239,GBRJPY ,143.61,144.36, Sell,94000,9000,2021-02-02 00:54:51.512, PartialFill,Bercut Oil OreWheat , tag5 tag2 tag3
3495,0x1566,GBRJPY ,143.61,144.36, Sell,901000,0,2021-02-02 00:54:55.739, Cansel,Bercut Oil OreWheat , tag6 tag4 tag4 tag2
4767,0xed,GBRJPY ,143.61,144.36, Sell,39000,39000,2021-02-02 00:54:59.277,Fill,Bercut Oil OreWheat , tag6 tag5 tag8 tag2
74,0x2d6,GBRJPY ,143.61,144.36, Sell,120000,120000,2021-02-02 00:55:03.197,Fill,Bercut Oil OreWheat , tag7 tag7 tag2 tag1
3415,0x44,GBRJPY ,143.61,144.36, Sell,12000,1000,2021-02-02 00:55:03.582, PartialFill,Bercut Oil OreWheat , tag7 tag7 tag2 tag1
1491,0x122c,USDJPY ,105.02,105.57,Buy,765000,765000,2021-02-02 00:55:04.122,Done, Soil  Oil Oil Ore, tag1 tag3 tag9 tag3
1230,0xa2e,USDJPY ,105.02,105.57,Buy,429000,184000,2021-02-02 00:55:04.672,Done, Soil  Oil Oil Ore, tag1 tag3 tag9 tag3
4024,0x900,USDJPY ,105.02,105.57, Sell,379000,144000,2021-02-02 00:55:09.121,Done, Soil  Oil Oil Ore, tag1 tag4 tag1 tag8
1640,0xb1,GBRJPY ,143.61,144.36,Buy,30000,1000,2021-02-02 00:55:10.473, PartialFill,Bercut Oil OreWheat , tag8 tag9 tag7
3316,0x189,USDJPY ,105.02,105.57,Buy,65000,5000,2021-02-02 00:55:13.263,Done, Soil  Oil Oil Ore, tag2 tag5 tag3 tag2
1334,0xb91,GBRJPY ,143.61,144.36,Buy,487000,487000,2021-02-02 00:55:13.280,Fill,Bercut Oil OreWheat , tag8 tag1 tag2 tag3
4915,0x170,GBRJPY ,143.61,144.36, Sell,61000,61000,2021-02-02 00:55:14.132,Fill,Bercut Oil OreWheat , tag8 tag1 tag3 tag6
359,0x9e8,GBRJPY ,143.61,144.36,Buy,418000,418000,2021-02-02 00:55:18.137,Fill,Bercut Oil OreWheat , tag9 tag3 tag7 tag5
525,0xb0a,USDJPY ,105.02,105.57, Sell,465000,465000,2021-02-02 00:55:19.217,Done, Soil  Oil Oil Ore, tag2 tag6 tag6 tag8
300,0x117c,USDJPY ,105.02,105.57,Buy,737000,543000,2021-02-02 00:55:24.127,Done, Soil  Oil Oil Ore, tag3 tag8 tag9 tag3
5800,0x9de,USDJPY ,105.02,105.57,Buy,416000,0,2021-02-02 00:55:26.297,Done, Soil  Oil Oil Ore, tag3 tag8 tag5
4660,0x7fe,USDJPY ,105.02,105.57, Sell,337000,0,2021-02-02 00:55:30.931,Done, Soil  Oil Oil Ore, tag3 tag9 tag2 tag9
2220,0x9bb,USDJPY ,105.02,105.57, Sell,410000,410000,2021-02-02 00:55:31.395,Done, Soil  Oil Oil Ore, tag3 tag9 tag2
4995,0x25b,GBRJPY ,143.61,144.37, Sell,100000,10000,2021-02-02 00:55:35.460, PartialFill,Bercut Oil OreWheat , tag1 tag4 tag4
2667,0x138,GBRJPY ,143.61,144.37,Buy,52000,3000,2021-02-02 00:55:35.536, PartialFill,Bercut Oil OreWheat , tag1 tag4 tag3
734,0x1235,GBRJPY ,143.61,144.37,Buy,767000,588000,2021-02-02 00:55:40.507, PartialFill,Bercut Oil OreWheat , tag2 tag2 tag9 tag4
1050,0x157d,USDJPY ,105.02,105.57, Sell,905000,819000,2021-02-02 00:55:41.907,Done, Soil  Oil Oil Ore, tag4 tag1 tag7
836,0x69d,GBRJPY ,143.61,144.37, Sell,279000,0,2021-02-02 00:55:43.707, Cansel,Bercut Oil OreWheat , tag2 tag3 tag2 tag1
4776,0x1651,USDJPY ,105.02,105.57,Buy,940000,884000,2021-02-02 00:55:48.733,Done, Soil  Oil Oil Ore, tag5 tag3 tag1 tag7
6933,0x6d0,GBRJPY ,143.61,144.37,Buy,287000,0,2021-02-02 00:55:48.883, Cansel,Bercut Oil OreWheat , tag3 tag5 tag7 tag3
6957,0x1250,GBRJPY ,143.61,144.37,Buy,771000,771000,2021-02-02 00:55:50.242,Fill,Bercut Oil OreWheat , tag3 tag6 tag9 tag8
7146,0x111e,GBRJPY ,143.61,144.37,Buy,721000,520000,2021-02-02 00:55:50.573, PartialFill,Bercut Oil OreWheat , tag3 tag6 tag9 tag7
6184,0xa0e,USDJPY ,105.02,105.57, Sell,424000,0,2021-02-02 00:55:52.035,Done, Soil  Oil Oil Ore, tag5 tag4 tag3 tag1
6840,0xdee,GBRJPY ,143.61,144.37,Buy,587000,587000,2021-02-02 00:55:55.159,Fill,Bercut Oil OreWheat , tag4 tag8 tag4 tag8
1778,0x9b,GBRJPY ,143.61,144.37,Buy,26000,0,2021-02-02 00:55:55.707, Cansel,Bercut Oil OreWheat , tag4 tag8 tag4 tag9
3395,0xaa8,GBRJPY ,143.61,144.37, Sell,449000,449000,2021-02-02 00:55:58.273,Fill,Bercut Oil OreWheat , tag4 tag9 tag7 tag5
2771,0x175c,GBRJPY ,143.61,144.37,Buy,984000,0,2021-02-02 00:56:02.740, Cansel,Bercut Oil OreWheat , tag5 tag1 tag1 tag5
1619,0x8f8,GBRJPY ,143.61,144.37, Sell,378000,378000,2021-02-02 00:56:05.263,Fill,Bercut Oil OreWheat , tag5 tag2 tag4 tag1
626,0x143f,GBRJPY ,143.61,144.37,Buy,853000,853000,2021-02-02 00:56:13.254,Fill,Bercut Oil OreWheat , tag6 tag5 tag2
4132,0xb6d,EURCHF ,1.08,1.135,Buy,481000,481000,2021-02-02 00:56:14.640,Done, Soil  Oil diamond Ore, tag7 tag9 tag4 tag3
354,0x807,EURCHF ,1.08,1.135, Sell,338000,0,2021-02-02 00:56:14.983,Done, Soil  Oil diamond Ore, tag7 tag9 tag4 tag3
968,0xfe6,GBRJPY ,143.61,144.37, Sell,670000,670000,2021-02-02 00:56:20.091,Fill,Bercut Oil OreWheat , tag7 tag8 tag9 tag5
2043,0xbfd,GBRJPY ,143.61,144.37,Buy,505000,505000,2021-02-02 00:56:20.237,Fill,Bercut Oil OreWheat , tag7 tag8 tag9 tag6
4215,0x5ee,GBRJPY ,143.61,144.37,Buy,250000,250000,2021-02-02 00:56:27.078,Fill,Bercut Oil OreWheat , tag8 tag1 tag6 tag1
5059,0x1721,GBRJPY ,143.61,144.37, Sell,974000,974000,2021-02-02 00:56:28.048,Fill,Bercut Oil OreWheat , tag8 tag1 tag7 tag5
1421,0x68e,GBRJPY ,143.61,144.37, Sell,276000,276000,2021-02-02 00:56:28.332,Fill,Bercut Oil OreWheat , tag8 tag1 tag7 tag4
1811,0x10bd,GBRJPY ,143.61,144.37, Sell,705000,0,2021-02-02 00:56:28.851, Cansel,Bercut Oil OreWheat , tag8 tag1 tag7 tag5
168,0x15cb,EURCHF ,1.08,1.135, Sell,918000,918000,2021-02-02 00:56:30.849,Done, Soil  Oil diamond Ore, tag9 tag3 tag2 tag9
4752,0x1ea,EURCHF ,1.08,1.135,Buy,81000,0,2021-02-02 00:56:30.903,Done, Soil  Oil diamond Ore, tag9 tag3 tag2 tag9
5004,0x14c2,EURCHF ,1.08,1.135, Sell,874000,0,2021-02-02 00:56:33.324,Done, Soil  Oil diamond Ore, tag9 tag4 tag4 tag2
701,0x7d8,GBRJPY ,143.61,144.37,Buy,331000,0,2021-02-02 00:56:35.915, Cansel,Bercut Oil OreWheat , tag9 tag4 tag4
2931,0x1563,GBRJPY ,143.61,144.37,Buy,901000,812000,2021-02-02 00:56:36.391, PartialFill,Bercut Oil OreWheat , tag9 tag4 tag5 tag2
1500,0xcfe,EURCHF ,1.08,1.135, Sell,547000,547000,2021-02-02 00:56:37.637,Done, Soil  Oil diamond Ore, tag9 tag4 tag5 tag6
1277,0x17b0,GBRJPY ,143.61,144.38,Buy,998000,998000,2021-02-02 00:56:42.003,Fill,Bercut Oil OreWheat , tag7 tag1 tag6
6127,0x1790,GBRJPY ,143.61,144.38, Sell,992000,984000,2021-02-02 00:56:42.449, PartialFill,Bercut Oil OreWheat , tag7 tag1 tag5
2947,0x15b,GBRJPY ,143.61,144.38,Buy,58000,58000,2021-02-02 00:56:43.038,Fill,Bercut Oil OreWheat , tag7 tag2 tag9
821,0x13ef,GBRJPY ,143.61,144.38,Buy,840000,705000,2021-02-02 00:56:43.466, PartialFill,Bercut Oil OreWheat , tag7 tag2 tag9
4284,0x11c5,EURCHF ,1.08,1.135, Sell,749000,561000,2021-02-02 00:56:43.484,Done, Soil  Oil diamond Ore, tag6 tag9 tag2
6891,0x354,GBRJPY ,143.61,144.38,Buy,141000,20000,2021-02-02 00:56:43.617, PartialFill,Bercut Oil OreWheat , tag7 tag2 tag8
2596,0x1101,EURCHF ,1.08,1.135, Sell,716000,0,2021-02-02 00:56:44.842,Done, Soil  Oil diamond Ore, tag6 tag9 tag3
23,0xdf7,GBRJPY ,143.61,144.38, Sell,588000,346000,2021-02-02 00:56:48.483, PartialFill,Bercut Oil OreWheat , tag1 tag9 tag7 tag9
6267,0x12cc,GBRJPY ,143.61,144.38, Sell,792000,0,2021-02-02 00:56:48.801, Cansel,Bercut Oil OreWheat , tag1 tag9 tag7 tag9
879,0x1c7,EURCHF ,1.08,1.136,Buy,75000,6000,2021-02-02 00:56:49.814,Done, Soil  Oil diamond Ore, tag7 tag1 tag8
5971,0x143c,GBRJPY ,143.61,144.38, Sell,852000,726000,2021-02-02 00:56:51.417, PartialFill,Bercut Oil OreWheat , tag1 tag7
4355,0x175,GBRJPY ,143.61,144.38, Sell,62000,62000,2021-02-02 00:56:55.287,Fill,Bercut Oil OreWheat , tag2 tag2 tag4 tag5
4483,0xc4d,GBRJPY ,143.61,144.38, Sell,518000,0,2021-02-02 00:56:57.754, Cansel,Bercut Oil OreWheat , tag2 tag3 tag6 tag9
6008,0x188,EURCHF ,1.08,1.136, Sell,65000,65000,2021-02-02 00:56:58.780,Done, Soil  Oil diamond Ore, tag1 tag9 tag6 tag7
4303,0x2fc,GBRJPY ,143.61,144.38,Buy,126000,16000,2021-02-02 00:57:02.463, PartialFill,Bercut Oil OreWheat , tag3 tag5 tag1 tag1
1851,0x14dc,GBRJPY ,143.61,144.38,Buy,879000,0,2021-02-02 00:57:02.668, Cansel,Bercut Oil OreWheat , tag3 tag5 tag1 tag1
3472,0x9c9,EURCHF ,1.08,1.136, Sell,412000,170000,2021-02-02 00:57:06.767,Done, Soil  Oil diamond Ore, tag2 tag1 tag5
2287,0x114b,GBRJPY ,143.61,144.38, Sell,728000,530000,2021-02-02 00:57:09.666, PartialFill,Bercut Oil OreWheat , tag4 tag8 tag8 tag7
5499,0xdad,GBRJPY ,143.61,144.38, Sell,576000,0,2021-02-02 00:57:10.782, Cansel,Bercut Oil OreWheat , tag4 tag8 tag9 tag9
6750,0x7b8,GBRJPY ,143.61,144.38, Sell,325000,106000,2021-02-02 00:57:12.366, PartialFill,Bercut Oil OreWheat , tag4 tag9 tag1 tag4
4091,0xe56,GBRJPY ,143.61,144.38,Buy,604000,0,2021-02-02 00:57:12.737, Cansel,Bercut Oil OreWheat , tag4 tag9 tag1 tag4
7137,0x45e,GBRJPY ,143.61,144.38, Sell,184000,184000,2021-02-02 00:57:17.112,Fill,Bercut Oil OreWheat , tag5 tag1 tag6 tag6
1439,0x7f9,GBRJPY ,143.61,144.38,Buy,336000,113000,2021-02-02 00:57:17.567, PartialFill,Bercut Oil OreWheat , tag5 tag1 tag6 tag6
6447,0xeee,GBRJPY ,143.61,144.38, Sell,629000,0,2021-02-02 00:57:17.848, Cansel,Bercut Oil OreWheat , tag5 tag1 tag6 tag5
2476,0x10f2,EURCHF ,1.08,1.136,Buy,714000,0,2021-02-02 00:57:24.862,Done, Soil  Oil diamond Ore, tag3 tag5 tag9 tag3
3907,0x638,GBRJPY ,143.61,144.38, Sell,262000,262000,2021-02-02 00:57:25.180,Fill,Bercut Oil OreWheat , tag6 tag4 tag4 tag4
227,0x6e4,GBRJPY ,143.61,144.38,Buy,291000,85000,2021-02-02 00:57:25.626, PartialFill,Bercut Oil OreWheat , tag6 tag4 tag4 tag3
4408,0xc0,EURCHF ,1.08,1.136,Buy,32000,32000,2021-02-02 00:57:31.959,Done, Soil  Oil diamond Ore, tag4 tag7 tag3
3388,0x97b,EURCHF ,1.08,1.136,Buy,400000,400000,2021-02-02 00:57:32.469,Done, Soil  Oil diamond Ore, tag4 tag7 tag3 tag1
5627,0xe62,GBRJPY ,143.61,144.38, Sell,606000,0,2021-02-02 00:57:32.902, Cansel,Bercut Oil OreWheat , tag7 tag7 tag1 tag9
3736,0x1584,EURCHF ,1.08,1.136,Buy,906000,821000,2021-02-02 00:57:33.848,Done, Soil  Oil diamond Ore, tag4 tag7 tag3 tag2
1831,0xb9f,GBRJPY ,143.61,144.38,Buy,490000,240000,2021-02-02 00:57:36.524, PartialFill,Bercut Oil OreWheat , tag7 tag8 tag5
6108,0x1060,EURCHF ,1.08,1.136,Buy,690000,0,2021-02-02 00:57:40.165,Done, Soil  Oil diamond Ore, tag5 tag9 tag7 tag9
1876,0x8be,EURCHF ,1.08,1.136, Sell,369000,0,2021-02-02 00:57:40.852,Done, Soil  Oil diamond Ore, tag5 tag9 tag7 tag9
2763,0x46e,GBRJPY ,143.61,144.38,Buy,187000,0,2021-02-02 00:57:43.811, Cansel,Bercut Oil OreWheat , tag8 tag1 tag2 tag6
3004,0x72f,EURCHF ,1.08,1.136, Sell,303000,0,2021-02-02 00:57:46.162,Done, Soil  Oil diamond Ore, tag5 tag5
4980,0x952,EURCHF ,1.08,1.136,Buy,393000,154000,2021-02-02 00:57:46.370,Done, Soil  Oil diamond Ore, tag5 tag5
245,0x1632,GBRJPY ,143.61,144.38, Sell,935000,0,2021-02-02 00:57:47.752, Cansel,Bercut Oil OreWheat , tag9 tag3 tag6 tag4
5540,0x159b,EURCHF ,1.08,1.136, Sell,910000,0,2021-02-02 00:57:51.703,Done, Soil  Oil diamond Ore, tag6 tag2 tag3
903,0x360,EURCHF ,1.08,1.136, Sell,143000,143000,2021-02-02 00:57:52.253,Done, Soil  Oil diamond Ore, tag6 tag2 tag3 tag1
2780,0x1523,EURCHF ,1.08,1.136,Buy,890000,792000,2021-02-02 00:57:54.709,Done, Soil  Oil diamond Ore, tag6 tag2 tag4 tag3
6571,0x677,GBRJPY ,143.61,144.39, Sell,273000,273000,2021-02-02 00:58:00.015,Fill,Bercut Oil OreWheat , tag8 tag9 tag5
4503,0x93c,GBRJPY ,143.61,144.39,Buy,389000,151000,2021-02-02 00:58:06.496, PartialFill,Bercut Oil OreWheat , tag1 tag5 tag8
3320,0x1a0,EURCHF ,1.08,1.136, Sell,69000,5000,2021-02-02 00:58:06.640,Done, Soil  Oil diamond Ore, tag7 tag5 tag5
6004,0x603,EURCHF ,1.08,1.136, Sell,254000,65000,2021-02-02 00:58:08.575,Done, Soil  Oil diamond Ore, tag7 tag5 tag1 tag7
5452,0x169e,EURCHF ,1.08,1.136,Buy,953000,953000,2021-02-02 00:58:09.789,Done, Soil  Oil diamond Ore, tag7 tag5 tag1 tag8
5095,0xac1,GBRJPY ,143.61,144.39, Sell,453000,453000,2021-02-02 00:58:10.210,Fill,Bercut Oil OreWheat , tag2 tag2 tag9 tag7
1493,0x910,GBRJPY ,143.61,144.39, Sell,382000,146000,2021-02-02 00:58:15.388, PartialFill,Bercut Oil OreWheat , tag2 tag4 tag4 tag9
5652,0xb95,EURCHF ,1.08,1.136, Sell,488000,0,2021-02-02 00:58:16.426,Done, Soil  Oil diamond Ore, tag8 tag7 tag5 tag5
3095,0x229,GBRJPY ,143.61,144.39, Sell,91000,0,2021-02-02 00:58:19.877, Cansel,Bercut Oil OreWheat , tag3 tag6 tag8 tag7
773,0x7b7,GBRJPY ,143.61,144.39,Buy,325000,106000,2021-02-02 00:58:20.342, PartialFill,Bercut Oil OreWheat , tag3 tag6 tag9
2140,0x6c3,EURCHF ,1.08,1.136, Sell,285000,0,2021-02-02 00:58:27.182,Done, Soil  Oil diamond Ore, tag9 tag1 tag6
2651,0x1045,GBRJPY ,143.61,144.39, Sell,685000,685000,2021-02-02 00:58:27.313,Fill,Bercut Oil OreWheat , tag4 tag9 tag6 tag5
1548,0x568,EURCHF ,1.08,1.136, Sell,228000,228000,2021-02-02 00:58:28.290,Done, Soil  Oil diamond Ore, tag9 tag1 tag7
2419,0xa6a,GBRJPY ,143.61,144.39,Buy,439000,0,2021-02-02 00:58:28.923, Cansel,Bercut Oil OreWheat , tag4 tag9 tag7 tag9
5236,0xd05,EURCHF ,1.08,1.136,Buy,549000,301000,2021-02-02 00:58:30.889,Done, Soil  Oil diamond Ore, tag9 tag2 tag9
2483,0x162a,GBRJPY ,143.61,144.39,Buy,934000,934000,2021-02-02 00:58:35.153,Fill,Bercut Oil OreWheat , tag5 tag2 tag4 tag5
3636,0x1633,EURCHF ,1.08,1.137,Buy,935000,0,2021-02-02 00:58:42.213,Done, Soil  Oil diamond Ore, tag3 tag8 tag1
3892,0x366,EURCHF ,1.08,1.137, Sell,144000,21000,2021-02-02 00:58:42.291,Done, Soil  Oil diamond Ore, tag3 tag8 tag1
6156,0x14cb,EURCHF ,1.08,1.137,Buy,876000,876000,2021-02-02 00:58:43.088,Done, Soil  Oil diamond Ore, tag3 tag8 tag2
2443,0x6e9,GBRJPY ,143.61,144.39,Buy,291000,291000,2021-02-02 00:58:46.035,Fill,Bercut Oil OreWheat , tag6 tag6 tag5
2020,0x13e3,EURCHF ,1.08,1.137, Sell,838000,702000,2021-02-02 00:58:49.331,Done, Soil  Oil diamond Ore, tag1 tag5 tag2 tag8
3771,0x357,GBRJPY ,143.61,144.39, Sell,141000,141000,2021-02-02 00:58:50.153,Fill,Bercut Oil OreWheat , tag7 tag8 tag9 tag8
5831,0x1243,GBRJPY ,143.61,144.39, Sell,769000,592000,2021-02-02 00:58:50.497, PartialFill,Bercut Oil OreWheat , tag7 tag8 tag9 tag8
2760,0x60a,EURCHF ,1.08,1.137,Buy,255000,255000,2021-02-02 00:58:50.792,Done, Soil  Oil diamond Ore, tag1 tag5 tag2 tag9
6164,0x1184,EURCHF ,1.08,1.137,Buy,738000,544000,2021-02-02 00:58:51.484,Done, Soil  Oil diamond Ore, tag1 tag5 tag2
873,0x3a6,EURCHF ,1.08,1.137, Sell,154000,0,2021-02-02 00:59:04.194,Done, Soil  Oil diamond Ore, tag2 tag8 tag9 tag3
2196,0x1039,EURCHF ,1.08,1.137,Buy,683000,0,2021-02-02 00:59:04.473,Done, Soil  Oil diamond Ore, tag2 tag8 tag9 tag3
975,0x60f,EURCHF ,1.08,1.137,Buy,256000,0,2021-02-02 00:59:04.733,Done, Soil  Oil diamond Ore, tag2 tag8 tag9 tag3
3911,0x177a,GBRJPY ,143.61,144.39,Buy,989000,978000,2021-02-02 00:59:05.455, PartialFill,Bercut Oil OreWheat , tag9 tag4 tag4 tag2
2511,0x1680,GBRJPY ,143.61,144.39,Buy,948000,0,2021-02-02 00:59:05.794, Cansel,Bercut Oil OreWheat , tag9 tag4 tag4 tag2
4563,0x1521,GBRJPY ,143.61,144.39, Sell,890000,792000,2021-02-02 00:59:08.391, PartialFill,Bercut Oil OreWheat , tag9 tag5 tag7
2408,0x14de,EURCHF ,1.08,1.137,Buy,879000,773000,2021-02-02 00:59:12.174,Done, Soil  Oil diamond Ore, tag3 tag3 tag1
3107,0x7e1,GBRJPY ,143.61,144.39,Buy,332000,0,2021-02-02 00:59:12.686, Cansel,Bercut Oil OreWheat , tag7 tag1 tag9
5755,0x128c,GBRJPY ,143.61,144.4, Sell,781000,781000,2021-02-02 00:59:13.201,Fill,Bercut Oil OreWheat , tag7 tag2 tag1
6227,0x1777,GBRJPY ,143.61,144.4,Buy,988000,976000,2021-02-02 00:59:13.363, PartialFill,Bercut Oil OreWheat , tag7 tag2 tag2
1991,0xf82,GBRJPY ,143.61,144.4, Sell,653000,427000,2021-02-02 00:59:20.421, PartialFill,Bercut Oil OreWheat , tag1 tag9 tag7
5667,0xd3b,GBRJPY ,143.61,144.4, Sell,557000,310000,2021-02-02 00:59:20.590, PartialFill,Bercut Oil OreWheat , tag1 tag9 tag8
3731,0x8e3,GBRJPY ,143.61,144.4,Buy,375000,141000,2021-02-02 00:59:21.622, PartialFill,Bercut Oil OreWheat , tag1 tag1
4123,0x1166,GBRJPY ,143.61,144.4, Sell,733000,0,2021-02-02 00:59:21.692, Cansel,Bercut Oil OreWheat , tag1
3675,0x1188,GBRJPY ,143.61,144.4,Buy,739000,0,2021-02-02 00:59:23.840, Cansel,Bercut Oil OreWheat , tag1 tag1 tag2 tag5
5824,0x1f8,EURCHF ,1.08,1.137,Buy,83000,0,2021-02-02 00:59:26.573,Done, Soil  Oil diamond Ore, tag4 tag3 tag5
4415,0x10de,GBRJPY ,143.61,144.4,Buy,711000,711000,2021-02-02 00:59:28.027,Fill,Bercut Oil OreWheat , tag2 tag3 tag7 tag6
3243,0xc93,GBRJPY ,143.61,144.4, Sell,530000,0,2021-02-02 00:59:28.675, Cansel,Bercut Oil OreWheat , tag2 tag3 tag7 tag6
824,0x5f6,GBRJPY ,143.61,144.4,Buy,251000,0,2021-02-02 00:59:31.731, Cansel,Bercut Oil OreWheat , tag2 tag4 tag3
5172,0x6f4,EURCHF ,1.08,1.137,Buy,293000,0,2021-02-02 00:59:34.595,Done, Soil  Oil diamond Ore, tag5 tag5 tag4 tag3
2955,0x945,GBRJPY ,143.61,144.4,Buy,391000,391000,2021-02-02 00:59:36.270,Fill,Bercut Oil OreWheat , tag3 tag6 tag5 tag5
6359,0xd12,GBRJPY ,143.61,144.4, Sell,551000,303000,2021-02-02 00:59:38.407, PartialFill,Bercut Oil OreWheat , tag3 tag7 tag7 tag9
989,0x42a,GBRJPY ,143.61,144.4, Sell,176000,176000,2021-02-02 00:59:39.237,Fill,Bercut Oil OreWheat , tag3 tag7 tag8 tag2
641,0x13d1,GBRJPY ,143.61,144.4,Buy,835000,0,2021-02-02 00:59:39.842, Cansel,Bercut Oil OreWheat , tag3 tag7 tag8 tag2
1782,0x15bb,EURCHF ,1.08,1.137, Sell,915000,0,2021-02-02 00:59:41.193,Done, Soil  Oil diamond Ore, tag5 tag6 tag7
2975,0x12cd,GBRJPY ,143.61,144.4,Buy,792000,0,2021-02-02 00:59:46.680, Cansel,Bercut Oil OreWheat , tag4 tag5 tag8
3596,0x1ac,EURCHF ,1.08,1.137, Sell,71000,71000,2021-02-02 00:59:48.172,Done, Soil  Oil diamond Ore, tag6 tag8 tag1 tag7
